user_id,action_type,target_id,target_type,metadata,points_earned,timestamp,id,created_date,updated_date,created_by_id,created_by,is_sample
"6906f98485d3d7007a382374","track_upload","6906faa1b943277287f65bde","track","{""title"":""SLICK"",""genres"":[""Dubstep"",""Electronic""],""motifs"":[""haunted"",""anxious"",""energetic""],""has_exclusive_content"":false}","0","2025-11-02 06:30:57.527","690897826886283d4023fd00","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6906da2dd7a1368be4dd8580","vote_cast","6905859e58ba1b516ce95e88","track","{""track_title"":""3 days no sleep"",""artist_name"":""Young Death"",""votes_allocated"":1}","0","2025-11-02 07:18:27.717","690897826886283d4023fd02","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6905a3a51d46db491789fba7","vote_cast","6906c7d05fd4d1f160886e7a","track","{""track_title"":""KiLLiN EViL"",""artist_name"":""GONEFUBAR"",""votes_allocated"":1}","0","2025-11-03 02:26:24.342","690897826886283d4023fd07","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6906f98485d3d7007a382374","vote_cast","69061e5538e2d3d08f3be50e","track","{""track_title"":""100 Bad Habits"",""artist_name"":""Net$u"",""votes_allocated"":2}","0","2025-11-03 02:27:42.618","690897826886283d4023fd0c","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","track_upload","69081911e973bae75fc81e70","track","{""track_title"":""drugs"",""genres"":[""Hip Hop""],""motifs"":[""Struggle""]}","0","2025-11-03 02:53:06.5","690897826886283d4023fd0d","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6905a6511e8e82c4606e80b8","track","{""track_title"":""MERCY"",""artist_name"":""Fundrip"",""votes_allocated"":10}","0","2025-11-03 03:35:06.473","690897826886283d4023fd19","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6905859e58ba1b516ce95e88","track","{""track_title"":""3 days no sleep"",""artist_name"":""Young Death"",""votes_allocated"":10}","0","2025-11-03 03:35:24.38","690897826886283d4023fd1c","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","feedback_given","6905d24b14a64374eb394afb","feedback","{""track_id"":""6905745d07f555030b941f8f"",""track_title"":""FROM THE PiT$"",""artist_name"":""GONEFUBAR"",""tier"":""masterful"",""sentiment"":""praise""}","50","2025-11-01 09:26:36.191","690897826886283d4023fced","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"69056a7822f8d8602b8a5bef","vote_cast","6905a5e7139b74190f81e051","track","{""track_title"":""Double Bakk (feat. WAR&B)"",""artist_name"":""Fundrip"",""votes_allocated"":1}","0","2025-11-01 14:42:40.249","690897826886283d4023fcf0","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6906f98485d3d7007a382374","track_upload","6906fa432022620725a3f9de","track","{""title"":""Fugitives"",""genres"":[""Dubstep"",""Electronic""],""motifs"":[""explosive"",""anxious""],""has_exclusive_content"":false}","0","2025-11-02 06:29:23.691","690897826886283d4023fcff","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","69056313239a09389b9dd8dd","track","{""track_title"":""trust no one"",""artist_name"":""Young Death"",""votes_allocated"":10}","0","2025-11-03 03:35:44.005","690897826886283d4023fd1f","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","vote_cast","6905a6511e8e82c4606e80b8","track","{""track_title"":""MERCY"",""artist_name"":""Fundrip"",""votes_allocated"":1}","0","2025-11-01 06:28:52.642","690897826886283d4023fce6","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"69056a7822f8d8602b8a5bef","feedback_given","6905cdd7cb5870164656eee6","feedback","{""track_id"":""6905859e58ba1b516ce95e88"",""track_title"":""3 days no sleep"",""artist_name"":""Young Death"",""tier"":""masterful"",""sentiment"":""praise""}","50","2025-11-01 09:07:37.285","690897826886283d4023fce8","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","vote_cast","6905a6511e8e82c4606e80b8","track","{""track_title"":""MERCY"",""artist_name"":""Fundrip"",""votes_allocated"":2}","0","2025-11-01 09:14:48.975","690897826886283d4023fcea","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"69056a7822f8d8602b8a5bef","vote_cast","69056313239a09389b9dd8dd","track","{""track_title"":""trust no one"",""artist_name"":""Young Death"",""votes_allocated"":1}","0","2025-11-02 01:27:45.258","690897826886283d4023fcfa","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6906f98485d3d7007a382374","vote_cast","6905a6511e8e82c4606e80b8","track","{""track_title"":""MERCY"",""artist_name"":""Fundrip"",""votes_allocated"":2}","0","2025-11-03 02:27:31.265","690897826886283d4023fd0b","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6905859e58ba1b516ce95e88","track","{""track_title"":""3 days no sleep"",""artist_name"":""Young Death"",""votes_allocated"":5}","0","2025-11-03 03:26:00.366","690897826886283d4023fd11","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","69056313239a09389b9dd8dd","track","{""track_title"":""trust no one"",""artist_name"":""Young Death"",""votes_allocated"":5}","0","2025-11-03 03:26:28.928","690897826886283d4023fd14","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","690571e760bab9b3a21b58e0","track","{""track_title"":""Void"",""artist_name"":""Whitey"",""votes_allocated"":10}","0","2025-11-03 03:35:10.458","690897826886283d4023fd1a","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"690571d8f03b90351de98139","track_upload","6905745d07f555030b941f8f","track","{""title"":""FROM THE PiT$"",""genres"":[""Hip Hop"",""Alternative"",""Trap""],""motifs"":[]}","0","2025-11-01 02:45:49.988","690897826886283d4023fcdc","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","vote_cast","6905745d07f555030b941f8f","track","{""track_title"":""FROM THE PiT$"",""artist_name"":""GONEFUBAR"",""votes_allocated"":1}","0","2025-11-01 09:15:13.87","690897826886283d4023fcec","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","vote_cast","6905a6511e8e82c4606e80b8","track","{""track_title"":""MERCY"",""artist_name"":""Fundrip"",""votes_allocated"":1}","0","2025-11-02 01:51:22.803","690897826886283d4023fcfc","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6905a5e7139b74190f81e051","track","{""track_title"":""Double Bakk (feat. WAR&B)"",""artist_name"":""Fundrip"",""votes_allocated"":10}","0","2025-11-03 03:35:36.466","690897826886283d4023fd1e","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6906fa432022620725a3f9de","track","{""track_title"":""Fugitives"",""artist_name"":""Kreed"",""votes_allocated"":10}","0","2025-11-03 03:36:00.856","690897826886283d4023fd22","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6906183de25d76a578df9ca9","track_upload","69061e5538e2d3d08f3be50e","track","{""title"":""100 Bad Habits"",""genres"":[""Hip Hop"",""Trap""],""motifs"":[""angry"",""vengeful"",""defiant"",""dark"",""raw"",""violent""]}","0","2025-11-01 14:51:02.671","690897826886283d4023fcf1","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","track_upload","6905a64ac0856d05eb65a0db","track","{""title"":""dye hoar"",""genres"":[""Trap Metal"",""alt rap"",""dark trap"",""punk rap""],""motifs"":[""angry"",""moody"",""energetic"",""raging"",""vengeful"",""numb"",""defiant"",""explosive"",""chaotic"",""dark"",""raw"",""violent"",""distorted""]}","0","2025-11-01 06:18:51.569","690897826886283d4023fce2","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","vote_cast","69061e5538e2d3d08f3be50e","track","{""track_title"":""100 Bad Habits"",""artist_name"":""Net$u"",""votes_allocated"":1}","0","2025-11-01 15:35:37.048","690897826886283d4023fcf4","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6906fa432022620725a3f9de","track","{""track_title"":""Fugitives"",""artist_name"":""Kreed"",""votes_allocated"":6}","0","2025-11-03 03:26:49.63","690897826886283d4023fd17","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6905a3a51d46db491789fba7","track_upload","6905a5e7139b74190f81e051","track","{""title"":""Double Bakk (feat. WAR&B)"",""genres"":[""Hip Hop"",""Trap""],""motifs"":[""energetic"",""defiant"",""violent""]}","0","2025-11-01 06:17:12.175","690897826886283d4023fce1","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"69056a7822f8d8602b8a5bef","vote_cast","6905a6511e8e82c4606e80b8","track","{""track_title"":""MERCY"",""artist_name"":""Fundrip"",""votes_allocated"":1}","0","2025-11-02 01:27:27.805","690897826886283d4023fcf7","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","690571e760bab9b3a21b58e0","track","{""track_title"":""Void"",""artist_name"":""Whitey"",""votes_allocated"":5}","0","2025-11-03 03:25:31.911","690897826886283d4023fd0f","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6905745d07f555030b941f8f","track","{""track_title"":""FROM THE PiT$"",""artist_name"":""GONEFUBAR"",""votes_allocated"":10}","0","2025-11-03 03:35:30.204","690897826886283d4023fd1d","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","track_upload","69056313239a09389b9dd8dd","track","{""title"":""trust no one"",""genres"":[""Trap Metal""],""motifs"":[""Angry"",""Esoteric"",""moody"",""angsty""]}","0","2025-11-01 01:32:03.823","690897826886283d4023fcd8","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","vote_cast","6905a5e7139b74190f81e051","track","{""track_title"":""Double Bakk (feat. WAR&B)"",""artist_name"":""Fundrip"",""votes_allocated"":3}","0","2025-11-02 07:07:14.436","690897826886283d4023fd01","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6905a3a51d46db491789fba7","vote_cast","6906fa432022620725a3f9de","track","{""track_title"":""Fugitives"",""artist_name"":""Kreed"",""votes_allocated"":2}","0","2025-11-03 02:26:07.861","690897826886283d4023fd05","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6906f98485d3d7007a382374","vote_cast","69056313239a09389b9dd8dd","track","{""track_title"":""trust no one"",""artist_name"":""Young Death"",""votes_allocated"":2}","0","2025-11-03 02:27:14.994","690897826886283d4023fd09","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6905745d07f555030b941f8f","track","{""track_title"":""FROM THE PiT$"",""artist_name"":""GONEFUBAR"",""votes_allocated"":5}","0","2025-11-03 03:26:10.598","690897826886283d4023fd12","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","track_upload","6905859e58ba1b516ce95e88","track","{""title"":""3 days no sleep"",""genres"":[""Hip Hop"",""alt rap""],""motifs"":[""moody"",""melancholic"",""cathartic""]}","0","2025-11-01 03:59:26.813","690897826886283d4023fce0","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","feedback_given","6905a89f67e37a6c06fc2366","feedback","{""track_id"":""6905a6511e8e82c4606e80b8"",""track_title"":""MERCY"",""artist_name"":""Fundrip"",""tier"":""masterful"",""sentiment"":""praise""}","50","2025-11-01 06:28:48.281","690897826886283d4023fce5","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6905a5e7139b74190f81e051","track","{""track_title"":""Double Bakk (feat. WAR&B)"",""artist_name"":""Fundrip"",""votes_allocated"":5}","0","2025-11-03 03:26:21.527","690897826886283d4023fd13","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6905a64ac0856d05eb65a0db","track","{""track_title"":""dye hoar"",""artist_name"":""Young Death"",""votes_allocated"":5}","0","2025-11-03 03:26:40.21","690897826886283d4023fd15","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","track_upload","6905b68af487665e2aa6c370","track","{""title"":""trust no one"",""genres"":[""Trap"",""Trap Metal"",""Dark Trap""],""motifs"":[""angry"",""moody"",""energetic"",""raging"",""vengeful"",""numb"",""paranoid""]}","0","2025-11-01 07:28:11.413","690897826886283d4023fce7","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","vote_cast","6905a6511e8e82c4606e80b8","track","{""track_title"":""MERCY"",""artist_name"":""Fundrip"",""votes_allocated"":1}","0","2025-11-01 21:33:10.151","690897826886283d4023fcf6","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6905a6511e8e82c4606e80b8","track","{""track_title"":""MERCY"",""artist_name"":""Fundrip"",""votes_allocated"":5}","0","2025-11-03 03:25:19.001","690897826886283d4023fd0e","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","boost_applied","6905a64ac0856d05eb65a0db","boost","{""track_title"":""dye hoar"",""credits_spent"":100,""duration_hours"":24,""multiplier"":1.5}","0","2025-11-03 06:23:51.689","690897826886283d4023fd24","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"69056a7822f8d8602b8a5bef","feedback_given","69057614f03b90351de985c0","feedback","{""track_id"":""6905745d07f555030b941f8f"",""track_title"":""FROM THE PiT$"",""artist_name"":""GONEFUBAR"",""tier"":""masterful"",""sentiment"":""praise""}","50","2025-11-01 02:53:09.765","690897826886283d4023fcdd","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","vote_cast","690571e760bab9b3a21b58e0","track","{""track_title"":""Void"",""artist_name"":""Whitey"",""votes_allocated"":1}","0","2025-11-01 15:35:24.603","690897826886283d4023fcf3","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","vote_cast","690571e760bab9b3a21b58e0","track","{""track_title"":""Void"",""artist_name"":""Whitey"",""votes_allocated"":3}","0","2025-11-01 17:47:28.377","690897826886283d4023fcf5","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6905a3a51d46db491789fba7","vote_cast","6906faa1b943277287f65bde","track","{""track_title"":""SLICK"",""artist_name"":""Kreed"",""votes_allocated"":2}","0","2025-11-03 02:26:17.608","690897826886283d4023fd06","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","69061e5538e2d3d08f3be50e","track","{""track_title"":""100 Bad Habits"",""artist_name"":""Net$u"",""votes_allocated"":10}","0","2025-11-03 03:35:17.191","690897826886283d4023fd1b","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6905a3a51d46db491789fba7","feedback_given","6905a76ed1de7eb9a111c290","feedback","{""track_id"":""690571e760bab9b3a21b58e0"",""track_title"":""Void"",""artist_name"":""Whitey"",""tier"":""detailed"",""sentiment"":""praise""}","20","2025-11-01 06:23:43.429","690897826886283d4023fce4","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"69056a7822f8d8602b8a5bef","vote_cast","6905859e58ba1b516ce95e88","track","{""track_title"":""3 days no sleep"",""artist_name"":""Young Death"",""votes_allocated"":3}","0","2025-11-01 09:08:03.464","690897826886283d4023fce9","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","vote_cast","690571e760bab9b3a21b58e0","track","{""track_title"":""Void"",""artist_name"":""Whitey"",""votes_allocated"":2}","0","2025-11-02 01:51:16.248","690897826886283d4023fcfb","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6906f98485d3d7007a382374","vote_cast","6906c7d05fd4d1f160886e7a","track","{""track_title"":""KiLLiN EViL"",""artist_name"":""GONEFUBAR"",""votes_allocated"":2}","0","2025-11-03 02:27:04.918","690897826886283d4023fd08","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","69061e5538e2d3d08f3be50e","track","{""track_title"":""100 Bad Habits"",""artist_name"":""Net$u"",""votes_allocated"":5}","0","2025-11-03 03:25:52.655","690897826886283d4023fd10","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6906c7d05fd4d1f160886e7a","track","{""track_title"":""KiLLiN EViL"",""artist_name"":""GONEFUBAR"",""votes_allocated"":5}","0","2025-11-03 03:26:45.13","690897826886283d4023fd16","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6908181359dc9bceced7352e","vote_cast","6906faa1b943277287f65bde","track","{""track_title"":""SLICK"",""artist_name"":""Kreed"",""votes_allocated"":6}","0","2025-11-03 03:26:56.119","690897826886283d4023fd18","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6905a3a51d46db491789fba7","track_upload","6905a6511e8e82c4606e80b8","track","{""title"":""MERCY"",""genres"":[""Hip Hop""],""motifs"":[""chill"",""moody"",""sad"",""haunted"",""raw"",""minimal""]}","0","2025-11-01 06:18:57.759","690897826886283d4023fce3","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"69056a7822f8d8602b8a5bef","vote_cast","6905a64ac0856d05eb65a0db","track","{""track_title"":""dye hoar"",""artist_name"":""Young Death"",""votes_allocated"":1}","0","2025-11-02 01:27:41.467","690897826886283d4023fcf9","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6905a3a51d46db491789fba7","vote_cast","6905745d07f555030b941f8f","track","{""track_title"":""FROM THE PiT$"",""artist_name"":""GONEFUBAR"",""votes_allocated"":2}","0","2025-11-03 02:26:02.211","690897826886283d4023fd04","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6906f98485d3d7007a382374","vote_cast","6905a64ac0856d05eb65a0db","track","{""track_title"":""dye hoar"",""artist_name"":""Young Death"",""votes_allocated"":2}","0","2025-11-03 02:27:20.44","690897826886283d4023fd0a","2025-11-03T11:52:34.894000","2025-11-03T11:52:34.894000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6904b6d46257f14ce2e4440c","vote_cast","690571e760bab9b3a21b58e0","track","{""track_title"":""Void"",""artist_name"":""Whitey"",""votes_allocated"":1}","0","2025-11-01 03:55:45.799","690897826886283d4023fcdf","2025-11-03T11:52:34.893000","2025-11-03T11:52:34.893000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
